"","date","owned_tweets_about_games","owned_retweets_about_games","owned_favorites_about_games","owned_replies_about_games","owned_tweets_total","owned_retweets_total","owned_favorites_total","owned_replies_total","paid_volume","paid_retweets","paid_favorites","paid_replies","negative_comments","neutral_comments","positive_comments","ups_comments","mean_sentiment_comments","earned_volume_comments","news_volume","earnings","press_release_volume","trailer","launch","teaser","convention","expansions_dlc","week","year","EAprice","EAtrading_volume"
"436",2018-03-12,5,147,1164,468,12,318,2752,553,0,0,0,0,59,59,137,3929,0.193240316205534,253,1,0,0,0,0,0,0,0,11,2018,128.119995,2341100
"437",2018-03-13,8,218,1863,516,25,1830,6868,914,0,0,0,0,70,75,119,1480,0.122507575757576,264,2,0,0,0,0,0,0,0,11,2018,126.57,2948600
"438",2018-03-14,5,1223,8090,1069,30,3055,18352,1358,0,0,0,0,71,78,163,2567,0.197329487179487,312,0,0,0,0,0,0,0,0,11,2018,127.970001,3579500
"439",2018-03-15,7,611,4029,317,25,1940,15492,1211,0,0,0,0,35,34,77,519,0.175906164383562,146,2,0,0,0,0,0,0,0,11,2018,129.119995,2690700
"440",2018-03-16,6,1442,6372,849,24,7618,44299,2836,0,0,0,0,50,47,80,4443,0.0922502824858757,177,11,0,0,0,0,0,0,0,11,2018,128.520004,4187200
"441",2018-03-17,1,437,3075,157,15,3323,19697,807,0,0,0,0,366,268,505,9585,0.0861581722319859,1138,2,0,0,0,0,0,0,0,11,2018,NA,NA
"442",2018-03-18,1,31,141,72,2,63,354,149,0,0,0,0,64,37,195,2634,0.283756989247312,279,0,0,0,0,0,0,0,0,11,2018,NA,NA
"443",2018-03-19,5,240,1495,316,13,840,4966,540,0,0,0,0,67,124,240,5460,0.267491346153846,416,1,0,0,0,0,0,0,0,12,2018,125.440002,3207700
"444",2018-03-20,6,697,4057,373,17,1251,9309,1113,1,2,10,1,157,221,539,4709,0.275899014238773,913,3,0,0,0,0,0,0,0,12,2018,126.849998,1960100
"445",2018-03-21,8,2589,14930,1931,32,4812,31759,2546,0,0,0,0,85,79,161,2464,0.155446273291925,322,1,0,0,1,0,0,0,0,12,2018,126,2050100
"446",2018-03-22,9,319,2567,339,31,3162,21538,1530,2,13,38,3,196,123,348,3960,0.1645035982009,667,2,0,0,0,0,0,0,0,12,2018,122.980003,2727000
"447",2018-03-23,8,1621,8784,1033,21,3612,23451,1499,1,7,51,2,135,194,436,8092,0.248902875816993,765,3,0,1,0,1,0,0,0,12,2018,121.440002,2645800
"448",2018-03-24,2,388,2741,169,15,1468,12685,706,0,0,0,0,201,217,514,6117,0.229740086206897,928,0,0,0,0,0,0,0,0,12,2018,NA,NA
"449",2018-03-25,3,207,2286,200,8,343,3292,304,0,0,0,0,133,186,437,2012,0.267760132450331,755,0,0,0,0,0,0,0,0,12,2018,NA,NA
"450",2018-03-26,6,233,979,285,26,1945,8656,763,0,0,0,0,51,66,193,934,0.302182580645161,310,2,0,0,0,0,0,0,0,13,2018,126.440002,2654800
"451",2018-03-27,3,118,1168,96,25,1590,10169,876,0,0,0,0,53,94,143,444,0.231601136363636,264,1,0,0,0,0,0,0,0,13,2018,119.980003,3142400
"452",2018-03-28,3,1432,9493,1033,9,1736,11963,1183,1,0,1,0,30,25,123,898,0.370442441860465,172,1,0,0,0,0,0,0,0,13,2018,119.330002,3304300
"453",2018-03-29,4,77,604,78,12,753,4081,274,0,0,0,0,16,34,71,230,0.273989256198347,121,0,0,0,0,0,0,0,0,13,2018,121.239998,2809700
"454",2018-03-30,6,595,4759,458,10,649,5248,522,0,0,0,0,34,37,73,264,0.22725625,144,1,0,0,0,0,0,0,0,13,2018,NA,NA
"455",2018-03-31,0,0,0,0,18,623,2566,280,0,0,0,0,9,12,26,59,0.263953191489362,47,0,0,0,0,0,0,0,0,13,2018,NA,NA
"456",2018-04-01,2,203,1754,177,7,787,5108,340,0,0,0,0,13,25,68,229,0.325443396226415,106,1,0,0,0,0,0,0,0,13,2018,NA,NA
"457",2018-04-02,3,50,357,79,12,685,5993,480,0,0,0,0,9,9,28,146,0.256297826086957,46,1,0,0,0,0,0,0,0,14,2018,118.720001,2610600
"458",2018-04-03,5,343,1942,345,17,9071,58848,2081,0,0,0,0,22,37,97,485,0.333803205128205,156,1,0,0,0,0,0,0,0,14,2018,119.510002,2378100
"459",2018-04-04,3,901,6255,615,9,1277,10108,1040,0,0,0,0,35,22,98,452,0.307993548387097,155,5,0,0,0,0,0,0,0,14,2018,120.110001,3623800
"460",2018-04-05,6,276,2164,298,20,1625,12304,1519,0,0,0,0,33,15,97,672,0.312058620689655,145,1,0,0,0,0,0,0,0,14,2018,121.230003,2915200
"461",2018-04-06,9,407,3563,319,29,1873,14917,847,0,0,0,0,21,21,68,232,0.249308181818182,110,1,0,0,0,0,0,0,0,14,2018,118.360001,2472900
"462",2018-04-07,1,57,174,21,17,1191,5582,233,0,0,0,0,7,8,11,56,0.105696153846154,26,0,0,0,0,0,0,0,0,14,2018,NA,NA
"463",2018-04-08,1,26,92,22,15,284,2691,190,0,0,0,0,4,2,12,18,0.153846153846154,13,0,0,0,0,0,0,0,0,14,2018,NA,NA
"464",2018-04-09,5,139,2000,225,16,1589,12991,964,0,0,0,0,8,4,29,167,0.357678048780488,41,0,0,0,0,0,0,0,0,15,2018,118.860001,2572100
"465",2018-04-10,4,197,1133,119,15,1301,9228,1092,0,0,0,0,16,14,49,163,0.299825316455696,79,0,0,1,0,0,0,0,0,15,2018,120.709999,2975600
"466",2018-04-11,5,920,5519,668,26,1603,11773,1371,0,0,0,0,28,32,66,753,0.149792857142857,126,1,0,0,0,0,0,0,0,15,2018,118.779999,2455200
"467",2018-04-12,7,193,873,125,34,1551,13618,1021,0,0,0,0,52,49,157,1048,0.286078039215686,255,10,0,1,0,0,0,0,0,15,2018,121.089996,2498700
"468",2018-04-13,9,5016,24721,1430,28,6898,42244,3079,0,0,0,0,25,25,95,4079,0.36803724137931,145,6,0,0,0,0,0,0,0,15,2018,120.529999,2165100
"469",2018-04-14,2,80,354,39,20,1494,13615,1227,0,0,0,0,76,68,252,3156,0.32060404040404,396,0,0,0,0,0,0,0,0,15,2018,NA,NA
"470",2018-04-15,4,531,4516,217,52,7841,39478,3162,0,0,0,0,75,73,167,2023,0.201486666666667,315,0,0,0,0,0,0,0,0,15,2018,NA,NA
"471",2018-04-16,5,555,3903,237,26,1363,10016,831,0,0,0,0,36,30,55,1848,0.120668333333333,120,0,0,0,0,0,0,0,0,16,2018,122.190002,1849400
"472",2018-04-17,8,455,3004,245,31,1543,10834,833,1,1,1,0,74,35,88,784,0.0432117346938775,196,1,0,0,0,0,0,0,0,16,2018,124.309998,2304700
"473",2018-04-18,5,1389,9279,976,20,2694,16351,1187,0,0,0,0,18,15,45,162,0.269354545454545,77,2,0,0,0,0,0,0,0,16,2018,124.93,1432900
"474",2018-04-19,6,569,5400,251,23,1140,8740,499,0,0,0,0,46,37,169,910,0.392044841269841,252,5,0,0,0,0,0,0,0,16,2018,123.110001,3081700
"475",2018-04-20,3,51,314,40,21,1760,15344,924,0,0,0,0,9,4,28,61,0.337880487804878,41,1,0,0,0,0,0,0,0,16,2018,120.889999,2753100
"476",2018-04-21,3,65,292,37,12,502,2903,186,0,0,0,0,4,10,23,91,0.334461111111111,36,0,0,0,0,0,0,0,0,16,2018,NA,NA
"477",2018-04-22,1,4111,19030,475,18,6412,25442,666,0,0,0,0,10,4,11,30,0.022355,20,0,0,0,0,0,0,0,0,16,2018,NA,NA
"478",2018-04-23,4,197,1736,95,29,402,3577,204,0,0,0,0,40,55,114,1135,0.215433492822967,209,1,0,0,0,0,0,0,0,17,2018,119.599998,1822400
"479",2018-04-24,5,353,2751,114,26,2841,9835,1456,0,0,0,0,124,117,310,3910,0.197360980036298,551,3,0,0,0,0,0,0,0,17,2018,118.589996,3010300
"480",2018-04-25,6,734,5036,433,21,4028,10340,868,0,0,0,0,44,40,101,303,0.180401621621622,185,0,0,0,0,0,0,0,0,17,2018,116.68,3027800
"481",2018-04-26,10,368,2484,193,53,7529,23691,1331,0,0,0,0,15,23,38,191,0.170069736842105,76,0,0,0,0,0,0,0,0,17,2018,119.599998,3162100
"482",2018-04-27,3,252,2212,211,60,10141,49057,2287,0,0,0,0,37,20,56,245,0.109340707964602,113,3,0,0,0,0,0,0,0,17,2018,117.470001,2536000
"483",2018-04-28,0,0,0,0,14,3843,7640,1130,0,0,0,0,10,5,28,71,0.281148837209302,43,0,0,0,0,0,0,0,0,17,2018,NA,NA
"484",2018-04-29,0,0,0,0,10,847,8445,642,0,0,0,0,6,11,26,39,0.300758139534884,43,0,0,0,0,0,0,0,0,17,2018,NA,NA
"485",2018-04-30,7,13217,36607,2155,25,13793,39931,2328,0,0,0,0,8,10,22,329,0.28218,40,2,0,1,0,0,0,0,0,18,2018,117.980003,2227800
"486",2018-05-01,6,551,4892,783,27,5094,29638,1826,0,0,0,0,67,55,149,1448,0.220958302583026,271,6,0,0,0,0,0,0,0,18,2018,119.830002,2345900
"487",2018-05-02,4,671,5604,819,23,1275,10683,1123,0,0,0,0,18,17,41,142,0.208839473684211,76,1,0,0,0,0,0,0,0,18,2018,118.940002,2399900
"488",2018-05-03,6,1188,5504,1464,27,2718,15266,2129,0,0,0,0,18,70,67,580,0.227737419354839,155,1,0,0,0,0,0,0,0,18,2018,120.169998,11445500
"489",2018-05-04,3,404,2248,201,38,8102,56572,3773,0,0,0,0,2,7,5,15,0.193857142857143,14,7,0,0,0,0,0,0,0,18,2018,123.639999,3909200
"490",2018-05-05,2,187,3050,108,10,4510,5825,241,0,0,0,0,8,16,18,82,0.203297619047619,42,0,0,0,0,0,0,0,0,18,2018,NA,NA
"491",2018-05-06,2,65,377,15,12,1176,8444,197,0,0,0,0,15,5,19,117,0.102689743589744,39,0,0,0,0,0,0,0,0,18,2018,NA,NA
"492",2018-05-07,3,20,171,28,25,701,4142,207,0,0,0,0,36,29,45,502,0.05249,110,2,0,0,0,0,0,0,0,19,2018,123.919998,3177800
"493",2018-05-08,3,108,720,36,22,755,5498,269,0,0,0,0,40,14,60,1012,0.0841526315789474,114,27,1,1,0,0,0,0,0,19,2018,123.889999,4446800
"494",2018-05-09,8,1328,8340,973,25,2816,23144,1496,0,0,0,0,34,13,53,282,0.106327,100,22,0,0,0,0,0,0,0,19,2018,131.009995,7595100
"495",2018-05-10,1,7,52,8,10,395,1665,267,0,0,0,0,11,3,21,56,0.16846,35,1,0,0,0,0,0,0,0,19,2018,133.759995,4610300
"496",2018-05-11,1,8,59,23,19,1495,12561,759,0,0,0,0,14,8,25,50,0.187646808510638,47,1,0,0,0,0,0,0,0,19,2018,132.809998,4364200
"497",2018-05-12,0,0,0,0,9,1419,12367,593,0,0,0,0,7,13,19,85,0.200171794871795,39,0,0,0,0,0,0,0,0,19,2018,NA,NA
"498",2018-05-13,2,22,144,14,5,370,2511,61,0,0,0,0,7,14,23,79,0.255152272727273,44,1,0,0,0,0,0,0,0,19,2018,NA,NA
"499",2018-05-14,0,0,0,0,9,1487,10404,421,0,0,0,0,28,25,30,244,0.00191566265060242,83,1,0,0,0,0,0,0,0,20,2018,132.529999,2280200
"500",2018-05-15,4,105,536,72,31,1442,13953,924,0,0,0,0,41,59,140,914,0.302251785714286,224,2,0,0,0,0,0,0,0,20,2018,130.110001,2107300
"501",2018-05-16,6,20001,58183,3047,18,20599,62756,3273,0,0,0,0,30,16,52,149,0.112061176470588,85,7,0,0,0,0,0,0,1,20,2018,130.860001,1842300
"502",2018-05-17,2,30,166,18,22,1171,9473,556,0,0,0,0,16,16,21,119,0.0932358490566038,53,4,0,0,0,0,0,0,0,20,2018,130.809998,2773900
"503",2018-05-18,3,390,4566,306,13,2496,21981,1082,0,0,0,0,11,16,41,315,0.247035294117647,68,3,0,0,0,0,1,0,0,20,2018,132,2989200
"504",2018-05-19,5,723,4942,382,13,2165,17318,1141,0,0,0,0,22,19,36,123,0.103098701298701,77,1,0,0,0,0,0,0,0,20,2018,NA,NA
"505",2018-05-20,1,10,82,11,12,1052,6730,336,0,0,0,0,14,5,38,173,0.313673684210526,57,0,0,0,0,0,0,0,0,20,2018,NA,NA
"506",2018-05-21,3,8147,20781,2100,24,8986,29852,2714,0,0,0,0,7,2,3,13,-0.237308333333333,12,2,0,0,0,0,0,0,0,21,2018,132.910004,2088400
"507",2018-05-22,1,16,120,8,22,2818,19354,1046,3,210,6549,76,236,286,481,5774,0.158731605184447,1003,9,0,1,0,0,0,0,0,21,2018,132.179993,1709900
"508",2018-05-23,23,17921,53883,4309,92,23294,82423,5980,0,0,0,0,58,50,111,371,0.184206392694064,219,12,0,1,0,0,0,0,0,21,2018,133.5,2002000
"509",2018-05-24,13,3244,19504,1380,69,4424,27223,1809,1,0,0,0,698,415,830,25801,0.0509696860524961,1943,7,0,2,0,0,0,0,0,21,2018,131.479996,3319300
"510",2018-05-25,12,2019,8621,906,102,6154,35683,2665,0,0,0,0,98,85,132,443,0.0577587301587302,315,4,0,1,0,0,0,0,0,21,2018,131.850006,1459300
"511",2018-05-26,9,2610,19791,935,89,9738,60693,2824,0,0,0,0,458,230,388,10155,-0.0511843866171004,1076,0,0,0,0,0,0,0,0,21,2018,NA,NA
"512",2018-05-27,4,462,2375,225,77,1100,9087,654,0,0,0,0,118,60,109,511,-0.0273881533101045,287,0,0,0,0,0,0,0,0,21,2018,NA,NA
"513",2018-05-28,11,1019,9039,742,117,7495,47309,3502,0,0,0,0,1410,620,1233,48726,-0.0420099601593625,3263,0,0,0,0,0,0,0,0,22,2018,NA,NA
"514",2018-05-29,9,2904,13273,2632,113,5422,38127,7500,0,0,0,0,535,259,527,7743,-0.0119687358062074,1321,3,0,0,0,0,0,0,0,22,2018,131.25,1750100
"515",2018-05-30,14,1158,11334,2504,146,1912,19121,3987,1,0,2,0,173,106,225,921,0.0570816367265469,501,3,0,0,0,0,0,0,0,22,2018,131.369995,1395000
"516",2018-05-31,8,1545,9448,833,72,2111,15066,1202,0,0,0,0,36,18,63,140,0.150163636363636,99,2,0,0,0,0,0,0,0,22,2018,130.910004,2516500
"517",2018-06-01,11,1939,15373,973,79,4078,30026,1768,0,0,0,0,60,28,79,1249,0.0893149068322981,161,9,0,0,0,0,0,0,0,22,2018,135.690002,2909600
"518",2018-06-02,3,183,2172,130,18,1043,11507,760,0,0,0,0,8,8,15,46,0.134583333333333,30,0,0,0,0,0,0,0,0,22,2018,NA,NA
"519",2018-06-03,5,1231,9479,552,23,4183,24788,1526,0,0,0,0,16,15,31,54,0.141648387096774,62,0,0,0,0,0,0,0,0,22,2018,NA,NA
"520",2018-06-04,2,1178,4947,124,76,2009,10537,496,0,0,0,0,16,12,29,191,0.152561403508772,57,0,0,0,0,0,0,0,0,23,2018,134.660004,2470000
"521",2018-06-05,1,449,4324,385,46,689,6992,592,0,0,0,0,5,2,15,31,0.315668181818182,22,2,0,0,0,0,0,0,0,23,2018,136.960007,2645200
"522",2018-06-06,6,3089,20604,2038,36,3521,25207,2432,0,0,0,0,12,12,26,208,0.117554,50,2,0,0,0,0,0,0,0,23,2018,136.940002,2915000
"523",2018-06-07,3,6228,22082,1189,48,7000,29251,1697,0,0,0,0,31,24,53,272,0.127012037037037,108,1,0,0,0,0,1,0,0,23,2018,136.910004,2481600
"524",2018-06-08,5,1497,5049,391,53,2443,11680,816,0,0,0,0,29,28,54,546,0.150605405405405,111,3,0,0,0,0,0,0,0,23,2018,137.869995,3494500
"525",2018-06-09,22,35347,106988,5594,182,49960,169173,9034,0,0,0,0,47,63,135,1507,0.245860169491525,236,9,0,6,5,1,0,0,0,23,2018,NA,NA
"526",2018-06-10,21,4071,19237,944,154,7526,39727,1991,3,4,13,1,7538,5074,10505,521107,0.0779985315333883,19408,5,0,0,0,0,0,0,0,23,2018,NA,NA
"527",2018-06-11,11,838,4928,336,97,1532,11158,666,0,0,0,0,796,714,1366,18763,0.118741619156214,2631,15,0,0,0,0,0,0,0,24,2018,139.160004,5073200
"528",2018-06-12,7,2131,10441,410,64,3960,23277,974,1,1,0,0,148,94,212,577,0.135129397590361,415,4,0,0,0,0,0,1,1,24,2018,139.779999,2902100
"529",2018-06-13,6,1233,6568,279,57,2150,14717,667,0,0,0,0,57,71,157,427,0.200831726907631,249,5,0,0,0,0,0,1,0,24,2018,143.279999,6432900
"530",2018-06-14,7,1359,7003,428,63,3761,29565,1840,0,0,0,0,64,65,92,421,0.0648873096446701,197,5,0,0,0,0,0,1,0,24,2018,144.389999,4558800
"531",2018-06-15,8,813,5149,193,60,10737,54710,1761,0,0,0,0,26,34,48,181,0.135168421052632,95,4,0,0,0,0,1,0,0,24,2018,146.649994,3943800
"532",2018-06-16,3,532,5828,151,19,3550,24564,818,0,0,0,0,40,11,49,286,0.0548263157894737,95,3,0,0,0,0,0,0,0,24,2018,NA,NA
"533",2018-06-17,7,1941,14033,696,27,6031,42332,2276,1,0,2,0,60,65,123,213,0.120504651162791,215,0,0,0,0,0,0,0,0,24,2018,NA,NA
"534",2018-06-18,9,1335,9443,1747,34,3655,30826,2693,0,0,0,0,70,61,102,1939,0.0654687224669604,227,7,0,0,0,0,0,0,0,25,2018,144.860001,2890200
"535",2018-06-19,9,1320,11035,779,95,3895,31738,1829,0,0,0,0,44,45,106,566,0.202904615384615,195,1,0,0,0,0,0,0,0,25,2018,143.089996,4117800
"536",2018-06-20,5,366,2573,220,62,3668,32595,2248,0,0,0,0,39,57,92,1062,0.186953513513514,185,1,0,1,0,0,0,0,0,25,2018,143.539993,1935800
"537",2018-06-21,9,2732,10843,1214,59,12185,39536,2857,0,0,0,0,79,64,136,629,0.12659304029304,273,0,0,0,1,0,0,0,0,25,2018,143.149994,1536000
"538",2018-06-22,12,3364,10716,6696,56,5692,32930,8148,0,0,0,0,21,22,83,262,0.325833333333333,123,14,0,1,0,0,0,0,0,25,2018,141.259995,3053000
"539",2018-06-23,5,739,5124,805,37,4027,32099,1735,0,0,0,0,9,16,27,56,0.2218,51,0,0,0,0,0,0,0,0,25,2018,NA,NA
"540",2018-06-24,2,117,523,451,18,1953,16054,1221,6,0,0,0,6,4,16,32,0.19434375,16,1,0,0,0,0,0,0,0,25,2018,NA,NA
"541",2018-06-25,5,353,2206,289,23,1355,10892,892,0,0,0,0,5,8,17,40,0.241723333333333,30,5,0,0,0,0,0,0,0,26,2018,140.520004,2574200
"542",2018-06-26,7,1581,5532,282,52,5317,30255,1601,0,0,0,0,7,15,30,65,0.358490196078431,51,1,0,1,0,0,0,0,0,26,2018,140.369995,2691200
"543",2018-06-27,7,1454,6200,450,47,2947,18379,1429,2,0,0,0,4,9,33,91,0.362223913043478,46,2,0,0,0,0,0,0,0,26,2018,137.75,2541800
"544",2018-06-28,10,628,3421,330,47,2296,13033,836,9,12,143,5,57,64,111,1033,0.178232599118943,227,4,0,0,0,0,0,0,0,26,2018,140.630005,2708200
"545",2018-06-29,12,687,3923,503,90,6285,32375,2514,6,75,1418,46,179,126,286,2697,0.0942402097902098,572,3,0,0,0,0,0,0,0,26,2018,141.020004,2371200
"546",2018-06-30,2,138,725,38,60,5911,41840,1272,0,0,0,0,80,53,139,2197,0.155566911764706,272,0,0,0,0,0,0,0,0,26,2018,NA,NA
"547",2018-07-01,3,228,1289,96,41,3128,23816,879,0,0,0,0,18,20,34,111,0.159186111111111,72,0,0,0,0,0,0,0,0,26,2018,NA,NA
"548",2018-07-02,11,1322,8798,652,71,5480,40789,1811,13,100,1915,27,7,8,24,43,0.2116,39,2,0,0,0,0,0,0,0,27,2018,143.479996,1872100
"549",2018-07-03,13,1110,5020,375,70,4469,30238,1525,0,0,0,0,31,35,71,691,0.217062773722628,137,3,0,1,0,0,0,0,0,27,2018,141.229996,1168800
"550",2018-07-04,16,1070,7242,809,38,2258,15202,1151,0,0,0,0,72,58,165,1321,0.212043416370107,281,0,0,0,0,0,0,0,0,27,2018,NA,NA
"551",2018-07-05,4,393,3365,443,34,1113,9310,746,0,0,0,0,17,13,49,135,0.274810126582278,79,1,0,2,0,0,0,0,0,27,2018,143.229996,1266600
"552",2018-07-06,3,218,1022,158,31,3090,25076,1198,1,0,3,1,56,52,85,2029,0.114564248704663,193,3,0,0,0,0,0,0,0,27,2018,145.100006,1628500
"553",2018-07-07,4,695,2578,193,26,2959,23134,993,0,0,0,0,36,38,103,596,0.252048571428571,175,0,0,0,0,0,0,0,0,27,2018,NA,NA
"554",2018-07-08,2,58,269,25,9,361,1445,71,1,28,134,2,47,51,83,304,0.110364640883978,181,0,0,0,0,0,0,0,0,27,2018,NA,NA
"555",2018-07-09,5,271,1305,144,20,407,2363,196,0,0,0,0,6,10,21,50,0.271267567567568,37,9,0,1,0,0,0,0,0,28,2018,144.639999,2041900
"556",2018-07-10,12,1163,5619,371,61,4063,25824,1489,0,0,0,0,32,42,104,740,0.253549438202247,178,6,0,0,1,0,0,0,0,28,2018,144.190002,1716000
"557",2018-07-11,5,203,1096,174,53,3232,23282,1686,0,0,0,0,27,27,62,333,0.191140594059406,101,5,0,0,0,0,0,0,0,28,2018,145.720001,2057200
"558",2018-07-12,3,97,437,50,44,726,5532,532,0,0,0,0,5,9,30,63,0.4139125,40,4,0,0,0,0,0,0,0,28,2018,148.610001,1903400
"559",2018-07-13,14,874,4310,325,34,1531,9932,629,0,0,0,0,4,11,18,39,0.263972727272727,33,3,0,0,0,0,0,0,0,28,2018,148.729996,2108600
"560",2018-07-14,4,709,4552,130,14,1317,8904,240,0,0,0,0,3,10,27,43,0.290542105263158,38,0,0,0,0,0,0,0,0,28,2018,NA,NA
"561",2018-07-15,2,674,6095,191,21,8616,47614,1784,0,0,0,0,22,41,68,917,0.239802290076336,131,0,0,0,0,0,0,0,0,28,2018,NA,NA
"562",2018-07-16,12,4428,18998,423,47,5090,23454,1285,0,0,0,0,11,11,12,86,0.0224647058823529,34,0,0,0,0,0,0,0,0,29,2018,146.679993,1917700
"563",2018-07-17,4,1787,13435,456,27,2298,17916,626,0,0,0,0,29,48,72,1154,0.192579865771812,149,4,0,0,0,0,0,0,0,29,2018,148.740005,2478100
"564",2018-07-18,6,3448,12685,756,55,5145,24632,1531,0,0,0,0,4,20,31,73,0.302607272727273,55,2,0,1,0,0,0,0,0,29,2018,148.929993,2486800
"565",2018-07-19,5,791,3512,384,39,890,4772,511,0,0,0,0,31,39,47,402,0.111994545454545,110,1,0,0,0,0,0,0,0,29,2018,147.960007,1645500
"566",2018-07-20,10,2125,11053,722,48,2749,18485,1012,0,0,0,0,66,62,165,557,0.215705460750853,293,5,0,1,1,0,0,0,0,29,2018,147.479996,2153700
"567",2018-07-21,2,234,951,43,6,786,8072,535,0,0,0,0,6,5,15,34,0.230634615384615,26,0,0,0,0,0,0,0,0,29,2018,NA,NA
"568",2018-07-22,1,123,402,26,3,199,1292,56,0,0,0,0,27,20,266,372,0.608719808306709,313,0,0,0,0,0,0,0,0,29,2018,NA,NA
"569",2018-07-23,3,190,846,61,14,1466,6801,310,0,0,0,0,20,31,113,659,0.389781707317073,164,4,0,0,0,0,0,0,0,30,2018,146.559998,2226900
"570",2018-07-24,9,2011,9241,379,34,2835,18406,1040,1,1,2,0,28,27,65,364,0.178185833333333,120,3,0,0,0,0,0,0,0,30,2018,144.320007,3880200
"571",2018-07-25,4,2556,10153,873,23,3213,16593,1305,0,0,0,0,12,14,42,156,0.228258823529412,68,5,0,0,0,0,0,0,0,30,2018,146.5,2944900
"572",2018-07-26,7,599,2383,290,20,1194,10282,1089,1,149,970,31,5,3,4,24,-0.0663916666666667,12,23,1,1,1,0,0,0,0,30,2018,141.899994,6273500
"573",2018-07-27,14,2018,9332,671,49,3079,20102,1241,1,378,1284,52,108,133,216,2640,0.166922538293217,457,19,0,0,0,0,0,0,0,30,2018,133.809998,11612100
"574",2018-07-28,3,292,1257,121,17,585,5266,411,0,0,0,0,185,118,226,5014,0.0595826086956522,529,1,0,0,0,0,0,0,0,30,2018,NA,NA
"575",2018-07-29,3,110,701,292,8,274,2771,511,0,0,0,0,47,37,68,275,0.068352,150,0,0,0,0,0,0,0,0,30,2018,NA,NA
"576",2018-07-30,7,1000,4833,409,26,1662,9937,934,0,0,0,0,92,73,258,9915,0.296644549763033,422,6,0,1,0,0,0,0,0,31,2018,126.209999,9488300
"577",2018-07-31,11,1321,8040,695,54,3807,22789,1581,0,0,0,0,14,8,44,145,0.35574696969697,66,4,0,0,0,0,0,0,0,31,2018,128.75,6231300
"578",2018-08-01,16,29510,16538,1501,63,30283,23841,2063,0,0,0,0,20,23,34,127,0.104765789473684,76,7,0,0,0,0,0,0,0,31,2018,127.480003,4863900
"579",2018-08-02,12,4820,18883,961,58,6566,32097,2116,0,0,0,0,79,53,167,1119,0.247006688963211,299,1,0,0,0,0,0,0,0,31,2018,128.649994,3535300
"580",2018-08-03,7,2258,11797,751,44,4748,27064,1964,0,0,0,0,19,25,28,95,0.0877569444444444,72,3,0,0,0,0,0,0,0,31,2018,130.869995,5456500
"581",2018-08-04,18,18395,85508,3765,32,19719,94072,4325,0,0,0,0,22,13,34,331,0.151679710144928,69,1,0,0,0,0,0,0,0,31,2018,NA,NA
"582",2018-08-05,5,1085,9771,538,17,1908,20403,1494,0,0,0,0,51,39,88,1680,0.177406179775281,178,0,0,0,0,0,0,0,0,31,2018,NA,NA
