"","date","owned_tweets_about_games","owned_retweets_about_games","owned_favorites_about_games","owned_replies_about_games","owned_tweets_total","owned_retweets_total","owned_favorites_total","owned_replies_total","paid_volume","paid_retweets","paid_favorites","paid_replies","negative_comments","neutral_comments","positive_comments","ups_comments","mean_sentiment_comments","earned_volume_comments","news_volume","earnings","press_release_volume","trailer","launch","teaser","convention","expansions_dlc","week","year","EAprice","EAtrading_volume"
"583",2018-08-06,9,2967,12828,800,44,3042,13453,882,1,0,2,0,46,46,150,968,0.285413636363636,242,3,0,1,0,0,0,0,0,32,2018,129.029999,3366600
"584",2018-08-07,18,19572,26032,11318,129,20480,33011,12302,2,2,1,0,26,18,87,509,0.260042342342342,111,1,0,0,0,0,0,0,0,32,2018,128.100006,3858900
"585",2018-08-08,6,4178,7362,3693,93,5316,19811,4898,0,0,0,0,84,40,140,1086,0.130579924242424,264,2,0,0,0,0,0,0,0,32,2018,128.410004,2740000
"586",2018-08-09,13,10520,17503,7242,75,13389,23431,7696,1,6,16,1,28,20,46,140,0.165052127659574,94,0,0,0,0,0,0,0,0,32,2018,127.82,4261100
"587",2018-08-10,9,7016,27500,1421,49,8893,36131,2063,3,65,589,24,9,36,42,136,0.179559770114943,87,9,0,1,0,1,0,0,0,32,2018,131.320007,5190400
"588",2018-08-11,6,931,3748,411,14,1360,10049,866,0,0,0,0,7056,3951,6819,836590,-0.0107129137215303,17826,1,0,0,0,0,0,0,0,32,2018,NA,NA
"589",2018-08-12,2,339,1430,294,9,588,3102,441,0,0,0,0,1784,1010,1921,12797,0.0113062354188759,4715,0,0,0,0,0,0,0,0,32,2018,NA,NA
"590",2018-08-13,4,576,2205,334,35,1276,7833,591,2,2,31,2,84,80,136,561,0.0906547297297297,296,0,0,1,0,0,0,0,0,33,2018,131.320007,4636100
"591",2018-08-14,10,2357,13957,902,28,2865,19515,1290,2,3,19,0,129,96,181,1765,0.0972410447761194,402,9,0,0,0,0,0,0,0,33,2018,131.910004,3052900
"592",2018-08-15,7,232,1406,142,21,2404,10366,711,0,0,0,0,63,37,91,239,0.0912209677419355,186,3,0,0,1,0,0,0,0,33,2018,128.050003,5484700
"593",2018-08-16,7,8000,23936,1342,44,9257,30837,1685,2,1,12,1,97,38,107,849,0.0420916666666667,240,1,0,0,0,0,0,0,0,33,2018,129.710007,4673400
"594",2018-08-17,6,3611,15484,1034,28,5667,20914,1275,0,0,0,0,46,50,98,417,0.17470206185567,194,5,0,0,1,0,0,0,0,33,2018,128.009995,3805600
"595",2018-08-18,6,888,5683,236,20,1635,11052,453,0,0,0,0,21,16,30,96,0.115868656716418,67,0,0,0,0,0,0,0,0,33,2018,NA,NA
"596",2018-08-19,0,0,0,0,4,580,4481,387,1,1,1,0,37,41,68,989,0.0878390410958904,146,0,0,0,0,0,0,0,0,33,2018,NA,NA
"597",2018-08-20,16,3956,16860,1641,41,4547,20562,1880,6,19,285,9,26,19,30,143,0.01302,75,7,0,1,0,0,0,0,0,34,2018,127.709999,3625400
"598",2018-08-21,14,6259,21758,1535,30,8011,29878,2241,2,0,1,0,49,56,85,2248,0.111437894736842,190,1,0,0,0,0,0,1,0,34,2018,126.760002,5814300
"599",2018-08-22,16,1951,13929,983,41,4112,25565,1679,0,0,0,0,246,177,332,3231,0.0763133774834437,755,1,0,0,0,0,0,1,0,34,2018,127.620003,6609700
"600",2018-08-23,15,659,3456,350,33,1022,6069,839,0,0,0,0,60,34,109,364,0.135,203,4,0,0,1,0,0,1,0,34,2018,126.110001,4468200
"601",2018-08-24,24,6948,38730,1529,73,7925,46305,2089,2,0,14,2,8,11,15,141,0.141314814814815,27,2,0,0,0,0,0,1,0,34,2018,128.970001,3483300
"602",2018-08-25,16,1963,9302,641,28,3705,19910,914,2,1,42,12,117,98,154,1306,0.0542373983739837,369,0,0,0,0,0,0,1,0,34,2018,NA,NA
"603",2018-08-26,11,470,2499,487,17,8450,41300,1408,1,2,7,0,17,31,75,355,0.319510569105691,123,2,0,0,0,0,0,0,0,34,2018,NA,NA
"604",2018-08-27,0,0,0,0,1,14,108,34,0,0,0,0,21,2,18,79,-0.0902853658536585,41,1,0,0,0,0,0,0,0,35,2018,128.970001,2404600
"605",2018-08-28,7,654,4424,738,24,1958,10208,1070,0,0,0,0,42,37,60,432,0.123284782608696,138,10,0,0,0,0,0,0,0,35,2018,127.790001,2418700
"606",2018-08-29,6,562,4170,359,23,2509,14814,998,1,0,0,0,9,16,45,96,0.336514285714286,70,1,0,0,0,0,0,0,0,35,2018,128.520004,3138100
"607",2018-08-30,20,6261,25546,1944,33,6303,25878,1962,0,0,0,0,43,77,68,860,0.0784143617021277,188,28,0,1,0,0,0,0,0,35,2018,115.940002,19585500
"608",2018-08-31,12,3043,16086,1067,38,4381,25599,1596,0,0,0,0,69,38,62,331,0.0182692307692308,169,38,0,0,0,0,0,0,0,35,2018,113.410004,9652900
"609",2018-09-01,9,678,3414,226,29,1159,6158,374,1,1,1,0,16,15,32,132,0.119193617021277,47,1,0,0,0,0,0,0,0,35,2018,NA,NA
"610",2018-09-02,5,365,1879,401,19,1036,5663,613,0,0,0,0,14,12,31,101,0.178549122807018,57,0,0,0,0,0,0,0,0,35,2018,NA,NA
"611",2018-09-03,10,6039,11131,9067,48,7223,16958,10430,1,1,6,1,27,27,49,146,0.164985148514851,101,0,0,0,0,0,0,0,0,36,2018,NA,NA
"612",2018-09-04,16,7300,22163,5223,67,7976,26585,5990,0,0,0,0,54,57,69,377,0.0655188888888889,180,2,0,0,1,0,0,0,0,36,2018,113.519997,5245500
"613",2018-09-05,37,30752,192959,10544,87,31303,195820,10852,0,0,0,0,87,110,144,2301,0.090233431085044,341,3,0,0,0,0,0,0,0,36,2018,111.550003,4311100
"614",2018-09-06,27,9344,57572,4333,71,11124,66307,5154,0,0,0,0,255,149,384,4038,0.0938951776649746,788,4,0,0,0,0,0,0,0,36,2018,113.199997,6382600
"615",2018-09-07,32,4933,22836,4571,189,6439,36713,5498,9,41,194,11,196,145,300,2100,0.102517940717629,641,1,0,1,0,1,0,0,0,36,2018,114.910004,5742500
"616",2018-09-08,17,4184,13610,3873,25,4623,20485,4136,8,17,184,9,156,140,171,1510,0.026141113490364,467,1,0,0,0,0,0,0,0,36,2018,NA,NA
"617",2018-09-09,10,1574,8658,649,17,1718,10792,747,3,22,589,20,57,50,69,419,0.0774181818181818,176,0,0,0,0,0,0,0,0,36,2018,NA,NA
"618",2018-09-10,17,1946,16340,1856,152,2296,19703,2312,1,10,237,15,30,37,71,180,0.151487313432836,134,1,0,0,0,0,0,0,0,37,2018,113.209999,4424900
"619",2018-09-11,12,11256,29171,2042,47,11704,32821,2358,0,0,0,0,2447,1693,3336,126880,0.0769238018741633,7470,6,0,0,0,0,0,0,0,37,2018,112.290001,4217300
"620",2018-09-12,19,5393,17309,1926,78,6657,27022,2813,0,0,0,0,374,186,461,1889,0.0546988246816846,1021,0,0,0,0,0,0,0,0,37,2018,113,3068300
"621",2018-09-13,13,4761,23816,1337,55,6012,32981,2156,0,0,0,0,196,117,288,1025,0.122668552412646,601,2,0,0,1,0,0,0,0,37,2018,113.839996,2506600
"622",2018-09-14,24,1006,7721,957,78,1816,14517,1414,2,263,3038,141,55,40,70,297,0.0804187878787879,165,7,0,1,1,1,0,0,0,37,2018,114.269997,3207500
"623",2018-09-15,13,377,3115,261,28,1097,9336,651,0,0,0,0,3,2,10,20,0.187306666666667,15,0,0,0,0,0,0,0,0,37,2018,NA,NA
"624",2018-09-16,7,1033,3429,504,22,1181,4690,590,0,0,0,0,13,5,32,74,0.18982,50,0,0,0,0,0,0,0,0,37,2018,NA,NA
"625",2018-09-17,8,581,5140,337,32,2268,14480,722,0,0,0,0,21,10,55,193,0.232543023255814,86,2,0,0,0,0,0,0,0,38,2018,112.690002,3516000
"626",2018-09-18,14,6466,30935,1507,40,6955,34867,1799,0,0,0,0,27,23,41,157,0.0996538461538461,91,1,0,0,1,0,0,0,0,38,2018,112.650002,3448400
"627",2018-09-19,11,6460,30676,4670,31,6905,35077,5005,1,8,18,2,9,13,16,27,0.0944684210526316,38,2,0,0,0,0,0,0,0,38,2018,112.919998,3013200
"628",2018-09-20,14,2256,11960,915,46,2457,13727,1062,0,0,0,0,54,47,125,1169,0.164000442477876,226,2,0,0,0,0,0,0,0,38,2018,113.470001,3747000
"629",2018-09-21,9,1092,6678,443,27,1325,8917,555,0,0,0,0,43,13,70,271,0.1868448,125,4,0,0,0,0,0,0,0,38,2018,115.019997,7421800
"630",2018-09-22,6,584,5116,385,16,890,8116,430,1,1,3,0,25,21,32,267,0.131024324324324,74,0,0,0,0,0,0,0,0,38,2018,NA,NA
"631",2018-09-23,7,770,3684,448,23,961,5106,541,0,0,0,0,21,27,41,149,0.117618823529412,85,0,0,0,0,0,0,0,0,38,2018,NA,NA
"632",2018-09-24,7,1630,13958,2416,17,2098,17660,2644,0,0,0,0,20,55,60,271,0.176527611940299,134,2,0,0,0,0,0,0,0,39,2018,115.239998,2831500
"633",2018-09-25,8,436,2707,461,65,2087,15249,1275,0,0,0,0,59,103,125,1551,0.142974216027875,287,1,0,0,0,0,0,0,0,39,2018,116.25,2591100
"634",2018-09-26,12,2717,10387,1424,87,3850,18797,1985,1,4,39,1,64,65,169,906,0.230586912751678,298,0,0,0,0,0,0,0,0,39,2018,118.089996,5062600
"635",2018-09-27,10,496,2025,198,99,1398,10441,788,0,0,0,0,46,35,74,370,0.135824516129032,155,0,0,0,0,0,0,0,0,39,2018,119.379997,3290000
"636",2018-09-28,21,3376,25802,1665,57,3939,31027,2040,2,7,48,3,32,52,64,528,0.089972602739726,146,1,0,1,0,1,0,0,0,39,2018,120.489998,3904900
"637",2018-09-29,6,140,1315,180,9,286,2612,370,0,0,0,0,20,30,43,184,0.13075376344086,93,0,0,0,0,0,0,0,0,39,2018,NA,NA
"638",2018-09-30,6,365,2329,398,11,415,2933,556,2,5,67,0,188,132,331,12185,0.145882949308756,651,0,0,0,0,0,0,0,0,39,2018,NA,NA
"639",2018-10-01,6,505,5330,491,21,1330,12491,1074,1,1,0,0,65,74,158,784,0.196367697594502,291,0,0,0,0,0,0,0,0,40,2018,117.550003,5741600
"640",2018-10-02,15,8591,10709,2965,52,9188,15331,3386,0,0,0,0,25,14,59,178,0.220995918367347,98,4,0,2,0,0,0,0,0,40,2018,117.050003,4160100
"641",2018-10-03,23,4890,16035,2202,82,5918,25360,2973,1,3,3,0,12,8,31,76,0.276206,50,2,0,0,0,0,0,0,0,40,2018,116.389999,3632600
"642",2018-10-04,27,8682,18045,1222,78,10138,27360,2217,1,0,0,0,19,17,39,599,0.182326666666667,75,5,0,1,0,0,0,0,0,40,2018,114.010002,5235500
"643",2018-10-05,16,1332,11586,843,54,2785,22658,1470,1,0,0,0,55,39,112,374,0.185762621359223,206,7,0,1,0,0,0,0,0,40,2018,113.730003,3571400
"644",2018-10-06,5,1047,8400,658,29,1307,10560,820,0,0,0,0,12,13,16,69,0.0605463414634146,41,0,0,0,0,0,0,0,0,40,2018,NA,NA
"645",2018-10-07,19,537,4287,438,44,945,6527,591,1,1,1,0,14,22,19,127,0.057756862745098,51,0,0,0,0,0,0,0,0,40,2018,NA,NA
"646",2018-10-08,6,688,7176,948,35,1304,11131,1236,0,0,0,0,4,6,14,27,0.2901375,24,5,0,0,0,0,0,0,0,41,2018,110.620003,4784400
"647",2018-10-09,15,1073,9676,901,36,1395,12633,1122,0,0,0,0,28,35,68,561,0.171928244274809,131,3,0,2,0,0,0,0,0,41,2018,109.489998,5238500
"648",2018-10-10,14,2710,17593,1624,61,4663,33082,2786,0,0,0,0,20,23,28,167,0.155261971830986,71,7,0,0,0,0,0,0,0,41,2018,105.150002,7443800
"649",2018-10-11,5,439,4685,575,35,2085,16695,1290,1,0,0,0,13,11,31,112,0.216627272727273,55,0,0,0,0,0,0,0,0,41,2018,103.599998,6251700
"650",2018-10-12,12,889,8793,689,57,2530,17257,1176,0,0,0,0,17,8,29,66,0.110598113207547,53,2,0,0,0,0,0,0,0,41,2018,106.099998,5384500
"651",2018-10-13,5,54,373,56,23,183,1077,100,1,1,1,0,11,16,33,165,0.265566666666667,60,0,0,0,0,0,0,0,0,41,2018,NA,NA
"652",2018-10-14,6,159,905,192,24,384,2466,298,0,0,0,0,15,18,27,96,0.145558333333333,60,1,0,0,0,0,0,0,0,41,2018,NA,NA
"653",2018-10-15,7,2605,11759,1635,33,5104,24311,2276,3,5,55,13,11,12,27,151,0.15874,50,2,0,0,0,0,0,0,0,42,2018,105.879997,2602000
"654",2018-10-16,22,3394,15053,1424,255,4045,20957,2092,0,0,0,0,63,69,101,1546,0.110627896995708,233,3,0,0,1,0,0,0,0,42,2018,107.419998,5441900
"655",2018-10-17,14,4478,17024,2232,180,4761,20896,2560,1,0,0,0,18,23,52,183,0.197381720430108,93,0,0,0,0,0,0,0,0,42,2018,108.790001,3196200
"656",2018-10-18,18,3241,29091,1042,138,3969,35251,1515,0,0,0,0,22,10,37,610,0.178315942028986,69,3,0,0,0,0,0,0,0,42,2018,105.800003,4731800
"657",2018-10-19,18,2951,20848,1364,93,5874,39569,2807,1,1,1,0,18,25,42,193,0.152784705882353,85,5,0,0,0,0,0,0,0,42,2018,102.110001,5432300
"658",2018-10-20,6,786,4524,511,16,1391,9618,722,1,0,0,0,13,45,58,134,0.227756896551724,116,0,0,0,0,0,0,0,0,42,2018,NA,NA
"659",2018-10-21,9,706,7290,645,23,1107,9436,833,1,0,0,0,20,34,60,244,0.19919203539823,113,0,0,0,0,0,0,0,0,42,2018,NA,NA
"660",2018-10-22,17,1302,8656,1032,56,1681,11263,1204,0,0,0,0,23,17,32,99,0.0779942857142857,70,4,0,0,0,0,0,0,0,43,2018,101.360001,4983100
"661",2018-10-23,17,4826,18367,3074,46,5121,20931,3305,0,0,0,0,4,13,7,47,0.11125,24,5,0,0,0,0,0,0,0,43,2018,99.089996,6842900
"662",2018-10-24,7,2704,11889,2121,62,4886,30197,3541,0,0,0,0,26,44,52,247,0.175222131147541,122,6,0,0,0,0,0,0,0,43,2018,96.25,4851800
"663",2018-10-25,12,650,5397,494,69,1797,16345,1177,0,0,0,0,15,20,31,132,0.154495454545455,66,5,0,0,0,0,0,0,0,43,2018,98.639999,5610900
"664",2018-10-26,25,3157,25724,1774,100,4349,36098,2685,0,0,0,0,8,21,21,96,0.076032,50,4,0,0,0,0,0,0,0,43,2018,96.220001,4263500
"665",2018-10-27,1,150,637,14,5,258,1930,149,0,0,0,0,7,5,22,57,0.243955882352941,34,0,0,0,0,0,0,0,0,43,2018,NA,NA
"666",2018-10-28,7,412,2400,247,33,760,5125,464,1,0,0,0,6,3,10,41,0.1723,19,1,0,0,0,0,0,0,0,43,2018,NA,NA
"667",2018-10-29,13,1359,11271,1127,31,1637,15262,1479,0,0,0,0,162,233,292,6585,0.117123289665211,687,12,0,0,0,0,0,0,0,44,2018,91.190002,9957000
"668",2018-10-30,15,3290,11548,676,56,4627,17299,1280,0,0,0,0,88,75,195,2478,0.204176536312849,358,47,1,2,0,0,0,0,1,44,2018,94.830002,6678700
"669",2018-10-31,10,2068,13828,1460,78,3811,24962,2353,2,2,50,0,11,16,44,102,0.309118309859155,71,14,0,0,0,0,0,0,0,44,2018,90.980003,17510800
"670",2018-11-01,16,2853,12945,954,94,5135,33838,5499,0,0,0,0,1,4,4,9,0.1029,9,6,0,0,0,0,0,0,0,44,2018,94.199997,5444200
"671",2018-11-02,9,389,2556,207,67,3099,28386,2671,1,0,0,0,3,6,6,6,0.192666666666667,15,4,0,0,0,0,0,0,0,44,2018,92.459999,5325300
"672",2018-11-03,1,66,607,48,28,1548,15213,908,0,0,0,0,12,9,28,169,0.248414285714286,49,0,0,0,0,0,0,0,0,44,2018,NA,NA
"673",2018-11-04,4,369,1794,378,26,1431,12085,2891,1,26,56,4,5,5,6,35,0.1857375,16,0,0,0,0,0,0,0,0,44,2018,NA,NA
"674",2018-11-05,7,384,3172,912,31,2163,21155,4224,0,0,0,0,11,5,22,38,0.280564,25,9,0,1,0,0,0,0,0,45,2018,92.690002,4163800
"675",2018-11-06,14,3468,18980,2229,59,6245,35251,4392,0,0,0,0,18,17,32,312,0.153268181818182,66,2,0,0,0,0,0,0,0,45,2018,92.230003,4121700
"676",2018-11-07,12,1945,16236,2105,61,13758,44959,5066,0,0,0,0,77,74,172,1260,0.194679876160991,323,1,0,0,0,0,0,0,0,45,2018,93.800003,7249200
"677",2018-11-08,16,2882,17948,1526,59,4058,25177,1916,2,0,8,0,66,47,117,658,0.173564347826087,230,4,0,0,0,0,0,0,0,45,2018,93.870003,5045800
"678",2018-11-09,29,6685,52912,2634,131,9488,67151,4233,1,1,1,0,44,68,124,331,0.215981779661017,236,3,0,1,1,0,0,0,0,45,2018,88.889999,7236500
"679",2018-11-10,4,867,10914,490,8,945,12174,579,1,29,51,5,41,42,95,351,0.216141573033708,178,2,0,0,0,0,0,0,0,45,2018,NA,NA
"680",2018-11-11,9,385,1381,414,22,527,2858,589,0,0,0,0,34,44,93,443,0.216059649122807,171,0,0,0,0,0,0,0,0,45,2018,NA,NA
"681",2018-11-12,7,651,7186,782,31,2141,19106,1288,6,56,326,16,44,39,67,196,0.08259,150,3,0,0,0,0,0,0,0,46,2018,87.660004,5123600
"682",2018-11-13,4,713,9167,1068,46,12251,54022,2195,4,24,136,8,87,72,164,951,0.141114551083591,323,3,0,0,0,0,0,0,0,46,2018,87.389999,3732300
"683",2018-11-14,15,2595,12777,1854,86,4269,21056,2671,3,5,21,2,57,58,137,683,0.236509523809524,252,2,0,0,0,0,0,0,0,46,2018,85.760002,3591300
"684",2018-11-15,13,1380,13614,1252,70,2351,23884,2894,2,0,58,2,46,50,65,164,0.0934372670807453,161,3,0,1,0,0,0,0,0,46,2018,88.25,3827400
"685",2018-11-16,12,2277,19739,1381,49,3298,29301,3976,2,12,22,0,264,195,485,3513,0.137298193411265,941,6,0,1,0,0,0,0,0,46,2018,85.970001,4585300
"686",2018-11-17,2,719,774,82,7,1051,6649,907,4,8,16,0,166,295,526,3704,0.220998274111675,985,0,0,0,0,0,0,0,0,46,2018,NA,NA
"687",2018-11-18,6,522,1161,242,16,3504,21492,1978,0,0,0,0,80,195,326,1123,0.209323361344538,595,1,0,0,0,0,0,0,0,46,2018,NA,NA
"688",2018-11-19,10,1582,16371,1507,26,2648,27740,3649,0,0,0,0,642,407,791,15509,0.0636900543478261,1840,1,0,0,0,0,0,0,0,47,2018,83.040001,4461800
"689",2018-11-20,5,591,3912,646,42,3853,14545,3371,4,2,9,1,254,217,466,1810,0.158810779082177,937,1,0,1,0,1,0,0,0,47,2018,83.019997,5388800
"690",2018-11-21,18,9195,45431,2959,45,9833,52209,3343,0,0,0,0,68,59,162,528,0.227332179930796,289,1,0,0,0,0,0,0,0,47,2018,84.019997,3272900
"691",2018-11-22,14,2030,18432,1533,44,2471,22400,1799,1,1,2,0,135,132,220,3594,0.144876180698152,487,2,0,0,0,0,0,0,0,47,2018,NA,NA
"692",2018-11-23,29,3390,38385,4513,45,3557,40095,4631,3,29,465,14,192,324,674,3198,0.261068907563025,1190,3,0,0,0,0,0,0,0,47,2018,82.669998,1906800
"693",2018-11-24,30,1263,22847,3208,33,1441,24201,3316,0,0,0,0,180,261,421,2223,0.196105064782097,849,0,0,0,0,0,0,0,0,47,2018,NA,NA
"694",2018-11-25,12,629,7331,928,22,848,8331,1080,1,606,6805,75,86,132,206,966,0.208393160377358,424,0,0,0,0,0,0,0,0,47,2018,NA,NA
"695",2018-11-26,22,2021,19853,2520,64,3162,29051,3114,0,0,0,0,57,56,99,422,0.145004245283019,212,1,0,0,0,0,0,0,0,48,2018,84.93,5383800
"696",2018-11-27,18,351,6544,987,46,1168,10313,1277,3,0,0,0,21,47,62,113,0.160625242718447,103,0,0,0,0,0,0,0,0,48,2018,85.040001,3372200
"697",2018-11-28,9,2479,15705,1559,40,3072,20678,1842,0,0,0,0,36,51,85,559,0.172810625,160,4,0,0,0,0,0,0,1,48,2018,85.900002,4197200
"698",2018-11-29,5,2165,13277,873,46,3203,20260,1500,0,0,0,0,110,90,206,1872,0.155478024691358,405,2,0,0,0,0,0,0,0,48,2018,86.389999,3527300
"699",2018-11-30,11,791,9221,1333,33,1761,17706,2214,0,0,0,0,68,54,108,921,0.116309565217391,230,5,0,0,0,0,0,0,0,48,2018,84.07,5395500
"700",2018-12-01,1,29,224,8,6,1121,11511,1003,0,0,0,0,34,31,70,2635,0.196828888888889,135,1,0,0,0,0,0,0,0,48,2018,NA,NA
"701",2018-12-02,2,86,535,177,17,1485,14930,1623,0,0,0,0,24,83,163,323,0.296549259259259,270,0,0,0,0,0,0,0,0,48,2018,NA,NA
"702",2018-12-03,8,1131,10173,1252,22,3290,20460,2778,1,0,0,0,67,41,130,849,0.162521848739496,238,2,0,0,0,0,0,0,0,49,2018,84,5052200
"703",2018-12-04,13,2575,14038,3485,49,4229,23071,5032,0,0,0,0,142,87,172,913,0.0785269326683292,401,4,0,1,0,0,0,0,0,49,2018,81.18,5129500
"704",2018-12-05,7,2397,17385,2359,52,3650,25438,3373,1,1,1,0,189,147,230,3100,0.0590441696113074,566,2,0,0,0,0,0,0,0,49,2018,NA,NA
"705",2018-12-06,8,1684,9204,537,36,2385,18738,1535,1,0,0,0,271,183,360,1621,0.0517704856787049,803,1,0,0,0,0,0,0,0,49,2018,83.879997,5747500
"706",2018-12-07,15,6359,20733,2087,43,18449,49824,3993,2,2,3,0,66,64,141,3529,0.178355925925926,270,4,0,1,0,0,0,0,0,49,2018,82.519997,4589100
"707",2018-12-08,5,3032,11606,2164,15,3915,12766,2260,0,0,0,0,175,140,347,3810,0.171304229607251,662,0,0,0,0,0,0,0,0,49,2018,NA,NA
"708",2018-12-09,5,1464,6939,454,23,2546,10626,728,2,2,17,0,51,61,115,380,0.181094273127753,227,0,0,0,0,0,0,0,0,49,2018,NA,NA
"709",2018-12-10,8,615,7912,736,19,912,10540,1044,7,14,142,23,17,9,39,135,0.211755384615385,65,6,0,0,0,0,0,0,0,50,2018,83.730003,3888400
"710",2018-12-11,0,0,0,0,0,0,0,0,4,5,38,2,76,69,149,728,0.184157142857143,294,2,0,0,0,0,0,0,0,50,2018,83.440002,3876700
"711",2018-12-12,0,0,0,0,0,0,0,0,4,17,154,12,36,38,73,196,0.179284353741497,147,3,0,0,0,0,0,0,1,50,2018,82.989998,3400500
"712",2018-12-13,0,0,0,0,0,0,0,0,6,11,76,6,41,29,51,150,0.0931157024793388,121,3,0,0,0,0,0,0,0,50,2018,80.860001,5011100
"713",2018-12-14,0,0,0,0,0,0,0,0,8,249,1739,82,64,27,56,493,0.0198707482993197,147,6,0,0,0,0,0,0,0,50,2018,80.160004,5227600
"714",2018-12-15,0,0,0,0,0,0,0,0,3,0,2,0,104,75,202,1755,0.154485826771654,381,0,0,0,0,0,0,0,0,50,2018,NA,NA
"715",2018-12-16,0,0,0,0,0,0,0,0,0,0,0,0,55,25,70,480,0.0598353333333333,150,0,0,0,0,0,0,0,0,50,2018,NA,NA
"716",2018-12-17,0,0,0,0,0,0,0,0,2,366,3077,35,146,162,185,7158,0.060731845841785,493,3,0,0,0,0,0,0,0,51,2018,79.230003,4083500
"717",2018-12-18,0,0,0,0,0,0,0,0,2,3,25,2,66,40,83,741,0.0885804232804233,189,1,0,0,0,0,0,0,0,51,2018,80,6191100
"718",2018-12-19,0,0,0,0,0,0,0,0,2,2,60,0,37,12,51,190,0.070438,100,2,0,0,0,0,0,0,0,51,2018,78.360001,6416600
"719",2018-12-20,0,0,0,0,0,0,0,0,0,0,0,0,33,42,96,546,0.215320467836257,171,1,0,0,0,0,0,0,0,51,2018,77.440002,5567700
"720",2018-12-21,0,0,0,0,0,0,0,0,2,37,466,19,20,11,52,140,0.265133734939759,83,3,0,0,0,0,0,0,0,51,2018,76.57,7829900
"721",2018-12-22,0,0,0,0,0,0,0,0,0,0,0,0,33,26,59,162,0.168771186440678,118,0,0,0,0,0,0,0,0,51,2018,NA,NA
"722",2018-12-23,0,0,0,0,0,0,0,0,4,5,44,0,43,34,88,346,0.19033696969697,165,0,0,0,0,0,0,0,0,51,2018,NA,NA
"723",2018-12-24,0,0,0,0,0,0,0,0,2,1,10,0,212,161,314,7019,0.108972634643377,687,1,0,0,0,0,0,0,0,52,2018,74.720001,2556900
"724",2018-12-25,0,0,0,0,0,0,0,0,0,0,0,0,50,36,95,347,0.221096132596685,181,0,0,0,0,0,0,0,0,52,2018,NA,NA
"725",2018-12-26,0,0,0,0,0,0,0,0,1,0,1,0,25,30,66,326,0.198987603305785,121,1,0,0,0,0,0,0,0,52,2018,77.889999,3257300
"726",2018-12-27,0,0,0,0,0,0,0,0,1,0,0,0,121,92,190,3044,0.115633250620347,403,1,0,0,0,0,0,0,0,52,2018,79.43,4261000
"727",2018-12-28,0,0,0,0,0,0,0,0,0,0,0,0,76,83,187,857,0.211469075144509,346,1,0,0,0,0,0,0,0,52,2018,79.300003,2733600
"728",2018-12-29,0,0,0,0,0,0,0,0,1,0,0,0,102,97,204,3577,0.17179554973822,382,0,0,0,0,0,0,0,0,52,2018,NA,NA
"729",2018-12-30,0,0,0,0,0,0,0,0,2,0,17,1,134,108,238,1481,0.133063080168776,474,0,0,0,0,0,0,0,0,52,2018,NA,NA
"730",2018-12-31,0,0,0,0,0,0,0,0,3,6,37,3,24,33,59,669,0.250739655172414,116,2,0,0,0,0,0,0,0,53,2018,78.910004,2942400
